src,trg
Cc1csc(NC(=O)c2cccc(CN3C(=O)N(Cc4cccc(C(=O)Nc5nc(C)cs5)c4)C(Cc4ccccc4)C(O)C(O)C3Cc3ccccc3)c2)n1,Cc1csc(NC(=O)c2cccc(CN3C(=O)N(Cc4cccc(C(=O)Nc5nc(C)cs5)c4)C(Cc4ccccc4)C(O)C(O)C3Cc3ccccc3)c2)n1
CC1(C)SC(C(NC(=O)Cc2ccccc2)C(=O)NCc2ccccc2)NC1C(=O)NC(Cc1ccccc1)C(O)CC(N)=O,CC1(C)SC(C(NC(=O)Cc2ccccc2)C(=O)NCc2ccccc2)NC1C(=O)NC(Cc1ccccc1)C(O)CC(N)=O
O=C(NC(Cc1ccccc1)C(O)CN1CCCCC12C(=O)Nc1ccccc12)OC1COC2OCCC12,O=C(NC(Cc1ccccc1)C(O)CN1CCCCC12C(=O)Nc1ccccc12)OC1COC2OCCC12
CC(C)C(NC(=O)CCc1ccccn1)C(=O)NC(Cc1ccccc1)C(O)C(Cc1ccccc1)NC(=O)C(NC(=O)CCc1ccccn1)C(C)C,CC(C)C(NC(=O)CCc1ccccn1)C(=O)NC(Cc1ccccc1)C(O)C(Cc1ccccc1)NC(=O)C(NC(=O)CCc1ccccn1)C(C)C
CC(C)(C)OC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccc(OCCN2CCS(=O)CC2)cc1)C(=O)NC1c2ccccc2CC1O,CC(C)(C)OC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccc(OCCN2CCS(=O)CC2)cc1)C(=O)NC1c2ccccc2CC1O
CCNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CO4)cc12,CCNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CO4)cc12
CCCCC(NC(=O)C(CCCCN)NC(=O)C(CCCN=C(N)N)NC(=O)c1ccc(C=C2SC(=O)N(Cc3ccc(Cl)cc3)C2=O)cc1)C(N)=O,CCCCC(NC(=O)C(CCCCN)NC(=O)C(CCCN=C(N)N)NC(=O)c1ccc(C=C2SC(=O)N(Cc3ccc(Cl)cc3)C2=O)cc1)C(N)=O
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3cc(OC)c4nc(C)n(Cc5ccc(F)cc5)c(=O)c4c3)cc12,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3cc(OC)c4nc(C)n(Cc5ccc(F)cc5)c(=O)c4c3)cc12
C=CCCCS(=O)(=O)NC(=O)c1ccccc1NC(=O)C(NC(=O)OC(C)(C)C)c1ccc(Oc2cc(C=C)nc(-c3ccccc3)n2)cc1,C=CCCCS(=O)(=O)NC(=O)c1ccccc1NC(=O)C(NC(=O)OC(C)(C)C)c1ccc(Oc2cc(C=C)nc(-c3ccccc3)n2)cc1
CC(=O)c1ccc(N2CC(C(=O)NC(Cc3ccccc3)C(O)CN(CC(C)C)S(=O)(=O)c3ccc4c(c3)OCO4)OC2=O)cc1,CC(=O)c1ccc(N2CC(C(=O)NC(Cc3ccccc3)C(O)CN(CC(C)C)S(=O)(=O)c3ccc4c(c3)OCO4)OC2=O)cc1
COc1ccc2c(OC3CC4C(=O)NC5(C(=O)O)CC5C=CCCCCCN(C(=O)OC(C)(C)C)C(=O)C4C3)cc(-c3ccccc3)nc2c1,COc1ccc2c(OC3CC4C(=O)NC5(C(=O)O)CC5C=CCCCCCN(C(=O)OC(C)(C)C)C(=O)C4C3)cc(-c3ccccc3)nc2c1
C=CC1CC1(NC(=O)C1CC(OC)(c2ccc(-c3cccnc3)cc2)CN1C(=O)C(NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,C=CC1CC1(NC(=O)C1CC(OC)(c2ccc(-c3cccnc3)cc2)CN1C(=O)C(NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1
CCC(C)C(NC(=O)C1CCCN1CC(O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(C)=O)C(=O)NC(C(=O)OC)C(C)C,CCC(C)C(NC(=O)C1CCCN1CC(O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(C)=O)C(=O)NC(C(=O)OC)C(C)C
N#CN=C1N(Cc2cccc(N)c2)C(Cc2ccccc2)C(O)C(O)C(Cc2ccccc2)N1Cc1cccc(N)c1,N#CN=C1N(Cc2cccc(N)c2)C(Cc2ccccc2)C(O)C(O)C(Cc2ccccc2)N1Cc1cccc(N)c1
O=C1N(Cc2ccc(O)cc2)C(Cc2ccccc2)C(O)C(O)C(Cc2ccccc2)N1Cc1ccc(O)cc1,O=C1N(Cc2ccc(O)cc2)C(Cc2ccccc2)C(O)C(O)C(Cc2ccccc2)N1Cc1ccc(O)cc1
Cc1cc(O)c(C)c(C(=O)NC(Cc2ccc(-c3ccccc3)cc2)C(O)C(=O)N2CC(Cl)CC2C(=O)NC(C)(C)C)c1,Cc1cc(O)c(C)c(C(=O)NC(Cc2ccc(-c3ccccc3)cc2)C(O)C(=O)N2CC(Cl)CC2C(=O)NC(C)(C)C)c1
COc1ccc2c(OC3CC4C(=O)NC5(C(=O)O)CC5C=CCCCCCC(NC(=O)OC(C)(C)C)C(=O)N4C3)cc(-n3cccc3)nc2c1,COc1ccc2c(OC3CC4C(=O)NC5(C(=O)O)CC5C=CCCCCCC(NC(=O)OC(C)(C)C)C(=O)N4C3)cc(-n3cccc3)nc2c1
CCC(C)C(NC(=O)C1CCCN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)OCc1ccccc1)C(=O)NC(C(=O)OC)C(C)C,CCC(C)C(NC(=O)C1CCCN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)OCc1ccccc1)C(=O)NC(C(=O)OC)C(C)C
COc1cccc(CN(Cc2ccc3c(c2)OCO3)C(=S)NCCCCC(CO)N(CCC(C)C)S(=O)(=O)c2ccc(N)cc2)c1,COc1cccc(CN(Cc2ccc3c(c2)OCO3)C(=S)NCCCCC(CO)N(CCC(C)C)S(=O)(=O)c2ccc(N)cc2)c1
O=C1N(Cc2ccccc2)C(Cc2ccccc2)C(O)C(O)C(Cc2ccccc2)N1Cc1ccccc1,O=C1N(Cc2ccccc2)C(Cc2ccccc2)C(O)C(O)C(Cc2ccccc2)N1Cc1ccccc1
CC(C)c1ccccc1SC1=C(O)CC(CCCCC(=O)Nc2ccccc2)(c2ccccc2)OC1=O,CC(C)c1ccccc1SC1=C(O)CC(CCCCC(=O)Nc2ccccc2)(c2ccccc2)OC1=O
COC(=O)NC(Cc1ccccc1)C(=O)NCCCCC(CO)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1,COC(=O)NC(Cc1ccccc1)C(=O)NCCCCC(CO)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1
NCCCCCN1C(=O)N(CCCCCN)C(Cc2ccccc2)C(O)C(O)C1Cc1ccccc1,NCCCCCN1C(=O)N(CCCCCN)C(Cc2ccccc2)C(O)C(O)C1Cc1ccccc1
COc1ccc2c(OC3CC4C(=O)NC5(C(=O)O)CC5C=CCCCCCN(NC(=O)OC(C)(C)C)C(=O)N4C3)cc(-c3ccccc3)nc2c1,COc1ccc2c(OC3CC4C(=O)NC5(C(=O)O)CC5C=CCCCCCN(NC(=O)OC(C)(C)C)C(=O)N4C3)cc(-c3ccccc3)nc2c1
O=C(O)CNc1nc(Cl)c(-c2ccccc2)n(CC(=O)Nc2ccccc2C(=O)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1=O,O=C(O)CNc1nc(Cl)c(-c2ccccc2)n(CC(=O)Nc2ccccc2C(=O)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1=O
CC(C)(C)NC(=O)C1CC(OCc2ccncc2)CCN1CC(O)C(Cc1ccccc1)NC(=O)CCc1ccccc1,CC(C)(C)NC(=O)C1CC(OCc2ccncc2)CCN1CC(O)C(Cc1ccccc1)NC(=O)CCc1ccccc1
CCOC(=O)NC(C(=O)NN(CC1CCCCC1)CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(C)C,CCOC(=O)NC(C(=O)NN(CC1CCCCC1)CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(C)C
CC(C)CC1(C2=CNC(Cc3ccccc3)(CC(O)C(CC(=O)OC(C)(C)C)Cc3ccccc3)C2=O)NC=C(C(Cc2ccccc2)C(N)=O)C1=O,CC(C)CC1(C2=CNC(Cc3ccccc3)(CC(O)C(CC(=O)OC(C)(C)C)Cc3ccccc3)C2=O)NC=C(C(Cc2ccccc2)C(N)=O)C1=O
CCC(C)C(NC(=O)C(C(C)C)C(O)C(O)C(CC1CCCCC1)NC(=O)c1ccccc1OCCCCCC1SCC2NC(=O)NC21)C(=O)NCc1ccccn1,CCC(C)C(NC(=O)C(C(C)C)C(O)C(O)C(CC1CCCCC1)NC(=O)c1ccccc1OCCCCCC1SCC2NC(=O)NC21)C(=O)NCc1ccccn1
Cc1cc(SC2=C(O)CC(CCc3ccc(N)cc3)(C(C)C)OC2=O)c(C(C)(C)C)cc1OS(=O)(=O)c1cccnc1,Cc1cc(SC2=C(O)CC(CCc3ccc(N)cc3)(C(C)C)OC2=O)c(C(C)(C)C)cc1OS(=O)(=O)c1cccnc1
CC(C)C(NC(=O)C=Cc1cccnc1)C(=O)NC(Cc1ccccc1)C(O)C(Cc1ccccc1)NC(=O)C(NC(=O)C=Cc1cccnc1)C(C)C,CC(C)C(NC(=O)C=Cc1cccnc1)C(=O)NC(Cc1ccccc1)C(O)C(Cc1ccccc1)NC(=O)C(NC(=O)C=Cc1cccnc1)C(C)C
COc1cc(OC)c2c(=O)c3cc(N)c(N4CCN(c5ccc(C(F)(F)F)cn5)CC4)cc3n(C)c2c1,COc1cc(OC)c2c(=O)c3cc(N)c(N4CCN(c5ccc(C(F)(F)F)cn5)CC4)cc3n(C)c2c1
C=CCNC(=O)C(=O)C(CCCC)NC(=O)C1C2C(CN1C(=O)C(NC(=O)NC(COC(=O)NCC)C(C)(C)C)C1(C)CCCCC1)C2(C)C,C=CCNC(=O)C(=O)C(CCCC)NC(=O)C1C2C(CN1C(=O)C(NC(=O)NC(COC(=O)NCC)C(C)(C)C)C1(C)CCCCC1)C2(C)C
CCN(CC(C)C)S(=O)(=O)CCC1OC1C(Cc1ccccc1)NC(=O)C(NC(=O)OCc1ccccc1)C(C)(C)S(C)(=O)=O,CCN(CC(C)C)S(=O)(=O)CCC1OC1C(Cc1ccccc1)NC(=O)C(NC(=O)OCc1ccccc1)C(C)(C)S(C)(=O)=O
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(Cc3ccc(B(O)O)cc3)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CO4)cc12,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(Cc3ccc(B(O)O)cc3)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CO4)cc12
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3cnc4c(c3)-c3nc5ccccn5c3CO4)cc12,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3cnc4c(c3)-c3nc5ccccn5c3CO4)cc12
C=CC1CC1(NC(=O)C1CC2(CN1C(=O)C(NC(=O)C(NC(=O)c1cc3ccccc3[nH]1)C1CCCCC1)C(C)(C)C)C(C)(C)C21CCC1)C(=O)NS(=O)(=O)N1CCCC1,C=CC1CC1(NC(=O)C1CC2(CN1C(=O)C(NC(=O)C(NC(=O)c1cc3ccccc3[nH]1)C1CCCCC1)C(C)(C)C)C(C)(C)C21CCC1)C(=O)NS(=O)(=O)N1CCCC1
Cc1cnc(NC(=O)c2cccc(CN3C(=O)N(Cc4cccc(C(=O)Nc5ncc(C)s5)c4)C(Cc4ccccc4)C(O)C(O)C3Cc3ccccc3)c2)s1,Cc1cnc(NC(=O)c2cccc(CN3C(=O)N(Cc4cccc(C(=O)Nc5ncc(C)s5)c4)C(Cc4ccccc4)C(O)C(O)C3Cc3ccccc3)c2)s1
COc1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4cnccn4)c3)C(Cc3ccccc3)C(O)C(O)C2Cc2ccccc2)c1,COc1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4cnccn4)c3)C(Cc3ccccc3)C(O)C(O)C2Cc2ccccc2)c1
C=CCN1C(=NC#N)N(CC=C)C(Cc2ccccc2)C(O)C(O)C1Cc1ccccc1,C=CCN1C(=NC#N)N(CC=C)C(Cc2ccccc2)C(O)C(O)C1Cc1ccccc1
CC(C)=CCOc1ccc(C2=C(CC(C)C)C(=O)N(C(c3ccccc3)C(O)C(=O)O)C2=O)cc1,CC(C)=CCOc1ccc(C2=C(CC(C)C)C(=O)N(C(c3ccccc3)C(O)C(=O)O)C2=O)cc1
CC(C)CCN(CC(O)C1Cc2ccc(cc2)OCCCCCC(=O)NC(C(C)C)C(=O)N1)NC(=O)NCc1ccccc1,CC(C)CCN(CC(O)C1Cc2ccc(cc2)OCCCCCC(=O)NC(C(C)C)C(=O)N1)NC(=O)NCc1ccccc1
CC(C)CN(C(CO)CCCCNC(=O)N(Cc1ccccc1)Cc1cccc2c1OCO2)S(=O)(=O)c1ccc(N)cc1,CC(C)CN(C(CO)CCCCNC(=O)N(Cc1ccccc1)Cc1cccc2c1OCO2)S(=O)(=O)c1ccc(N)cc1
CCCC(NC(=O)C1C2C(CN1C(=O)C(NC(=O)OC(C)(C)C)C1CCCCC1)C2(C)C)C(=O)C(=O)NCC(=O)NC(C)C1CCCCC1,CCCC(NC(=O)C1C2C(CN1C(=O)C(NC(=O)OC(C)(C)C)C1CCCCC1)C2(C)C)C(=O)C(=O)NCC(=O)NC(C)C1CCCCC1
CC(C)(C)CNC(=O)C(F)(F)C(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1,CC(C)(C)CNC(=O)C(F)(F)C(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1
CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)OC1CCSC1,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)OC1CCSC1
C=CC1CC1(NC(=O)C1CC(Oc2cc(-c3nc(C(C)C)cs3)nc3c(C)c(OC)ccc23)C2CCCC(=O)N12)C(=O)NS(=O)(=O)C1CC1,C=CC1CC1(NC(=O)C1CC(Oc2cc(-c3nc(C(C)C)cs3)nc3c(C)c(OC)ccc23)C2CCCC(=O)N12)C(=O)NS(=O)(=O)C1CC1
O=C(O)Cc1cn(Cc2cccc(I)c2)c2ccccc12,O=C(O)Cc1cn(Cc2cccc(I)c2)c2ccccc12
O=C1N(CC#Cc2cn[nH]c2)C(Cc2ccccc2)C(O)C(O)C(Cc2ccccc2)N1CC#Cc1cn[nH]c1,O=C1N(CC#Cc2cn[nH]c2)C(Cc2ccccc2)C(O)C(O)C(Cc2ccccc2)N1CC#Cc1cn[nH]c1
CN(C)C(=O)Nc1ccc(O)c(C(F)(F)F)c1,CN(C)C(=O)Nc1ccc(O)c(C(F)(F)F)c1
O=C(Oc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)ccc12)c1ccc(-c2ccc(C(=O)Oc3cc(S(=O)(=O)O)cc4cc(S(=O)(=O)O)ccc34)cc2)cc1,O=C(Oc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)ccc12)c1ccc(-c2ccc(C(=O)Oc3cc(S(=O)(=O)O)cc4cc(S(=O)(=O)O)ccc34)cc2)cc1
CC(C)CC(NC(=O)C1(Cc2ccsc2C(=O)O)Cc2ccccc2N1)C(=O)NC(CC(F)F)C(=O)C(=O)O,CC(C)CC(NC(=O)C1(Cc2ccsc2C(=O)O)Cc2ccccc2N1)C(=O)NC(CC(F)F)C(=O)C(=O)O
CC(C)(C)NC(=O)C1CNCCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,CC(C)(C)NC(=O)C1CNCCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4ncn(Cc5ccc(F)cc5OC)c(=O)c4c3)cc12,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4ncn(Cc5ccc(F)cc5OC)c(=O)c4c3)cc12
CC(C)C(NC(=O)C(O)(c1ccccc1)c1ccccc1)C(=O)NC(Cc1ccccc1)C(O)C(O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(O)(c1ccccc1)c1ccccc1)C(C)C,CC(C)C(NC(=O)C(O)(c1ccccc1)c1ccccc1)C(=O)NC(Cc1ccccc1)C(O)C(O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(O)(c1ccccc1)c1ccccc1)C(C)C
CC(C)NC(=O)OCC(NC(=O)NC(C(=O)N1CC2C(C1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C1Cc2ccccc2C1)C(C)(C)C,CC(C)NC(=O)OCC(NC(=O)NC(C(=O)N1CC2C(C1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C1Cc2ccccc2C1)C(C)(C)C
O=C(OC1OC2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)OC(C2O)C1O)c1cc(O)c(O)c(O)c1,O=C(OC1OC2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)OC(C2O)C1O)c1cc(O)c(O)c(O)c1
Cc1[nH]c2ccccc2c1Cc1nc2ccccc2[nH]1,Cc1[nH]c2ccccc2c1Cc1nc2ccccc2[nH]1
COc1ccc(S(=O)(=O)N(CC(O)C(Cc2ccccc2)NC(=O)OC(C)(C)C)OCC(C)C)cc1,COc1ccc(S(=O)(=O)N(CC(O)C(Cc2ccccc2)NC(=O)OC(C)(C)C)OCC(C)C)cc1
Nc1cc(=O)[nH]c(-c2cc(I)c(O)c(I)c2)n1,Nc1cc(=O)[nH]c(-c2cc(I)c(O)c(I)c2)n1
CC(C)C(CC(O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)NC(=O)COc1cccc2ccccc12)C(=O)NC(C(=O)N(C)c1ccccn1)C(C)O,CC(C)C(CC(O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)NC(=O)COc1cccc2ccccc12)C(=O)NC(C(=O)N(C)c1ccccn1)C(C)O
CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(NC(=O)c1ccc2ccccc2n1)C1CCSC1,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(NC(=O)c1ccc2ccccc2n1)C1CCSC1
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2
CCCC(NC(=O)C1C2CCC(C2)N1C(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)C(N)=O,CCCC(NC(=O)C1C2CCC(C2)N1C(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)C(N)=O
O=C(NCc1ccccc1Cl)Nc1ccsc1-c1nc(C(=O)O)c(O)c(=O)[nH]1,O=C(NCc1ccccc1Cl)Nc1ccsc1-c1nc(C(=O)O)c(O)c(=O)[nH]1
C=CC1CC1(NC(=O)C1CC(Oc2cc(-c3csc(NC(=O)CC)n3)nc3c(C)c(OC)ccc23)CN1C(=O)C(NC(=O)OC1CCCC1)C(C)(C)C)C(=O)O,C=CC1CC1(NC(=O)C1CC(Oc2cc(-c3csc(NC(=O)CC)n3)nc3c(C)c(OC)ccc23)CN1C(=O)C(NC(=O)OC1CCCC1)C(C)(C)C)C(=O)O
COC(=O)C(NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=S)C(Cc1ccccc1)NC(=O)C(C)NC(=O)C(C)NC(=O)OC(C)(C)C)C(C)C)C(C)C,COC(=O)C(NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=S)C(Cc1ccccc1)NC(=O)C(C)NC(=O)C(C)NC(=O)OC(C)(C)C)C(C)C)C(C)C
CCCC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)CCC)c3)C(Cc3ccccc3)C(O)C(O)C2Cc2ccccc2)c1,CCCC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)CCC)c3)C(Cc3ccccc3)C(O)C(O)C2Cc2ccccc2)c1
C[Si](C)(C)CNC(=O)C(F)(F)C(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1,C[Si](C)(C)CNC(=O)C(F)(F)C(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1
COC(=O)C(CC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)CCCOc1ccc2ccc(OCCCC(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(C(=O)OC)C(C)C)C(C)C)cc2n1)C(C)O,COC(=O)C(CC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)CCCOc1ccc2ccc(OCCCC(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(C(=O)OC)C(C)C)C(C)C)cc2n1)C(C)O
CCCC(NC(=O)C1C2CCC(C2)N1C(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)C(=O)NCC(=O)OCc1ccccc1,CCCC(NC(=O)C1C2CCC(C2)N1C(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)C(=O)NCC(=O)OCc1ccccc1
CCC(C)C(NC(=O)C(CC(O)C(CC1CCCCC1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(C)C)C(=O)O,CCC(C)C(NC(=O)C(CC(O)C(CC1CCCCC1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(C)C)C(=O)O
C=CC1CC1(NC(=O)C(c1ccccc1)n1c(C)c(Cl)nc(NCC(N)=O)c1=O)C(=O)NS(=O)(=O)C1CC1,C=CC1CC1(NC(=O)C(c1ccccc1)n1c(C)c(Cl)nc(NCC(N)=O)c1=O)C(=O)NS(=O)(=O)C1CC1
Cn1c(Cc2nc3ccc(C(N)=O)cc3[nH]2)nc2ccc(C(=O)NC(CC(C(=O)O)C(=O)O)C(=O)O)cc21,Cn1c(Cc2nc3ccc(C(N)=O)cc3[nH]2)nc2ccc(C(=O)NC(CC(C(=O)O)C(=O)O)C(=O)O)cc21
COc1ccc(S(=O)(=O)N(CC(C)C)CC(O)C(Cc2ccccc2)NC(=O)C2CN(c3cccc(C(F)(F)F)c3)C(=O)O2)cc1,COc1ccc(S(=O)(=O)N(CC(C)C)CC(O)C(Cc2ccccc2)NC(=O)C2CN(c3cccc(C(F)(F)F)c3)C(=O)O2)cc1
O=C(NC1CCCCC1NC(=O)C(Cc1ccccc1)CC(O)CC(Cc1ccccc1)C(=O)NC1CCCCC1NC(=O)c1cccnc1)c1cccnc1,O=C(NC1CCCCC1NC(=O)C(Cc1ccccc1)CC(O)CC(Cc1ccccc1)C(=O)NC1CCCCC1NC(=O)c1cccnc1)c1cccnc1
CC(C)COC(=O)NC(C(=O)N1CC2C(C1C(=O)NC(CC1CC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,CC(C)COC(=O)NC(C(=O)N1CC2C(C1C(=O)NC(CC1CC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C
CC(C)c1ccccc1Sc1c(O)cc(-c2ccc(O)c(C(=O)O)c2)oc1=O,CC(C)c1ccccc1Sc1c(O)cc(-c2ccc(O)c(C(=O)O)c2)oc1=O
C=CC1CC1(NC(=O)C1CC2(CN1C(=O)C(NC(=O)C(NC(=O)C1CCCN1CC)C(C)(C)C)C1(C)CCOCC1)C(C)(C)C21CCC1)C(=O)NS(=O)(=O)N1CCCC1,C=CC1CC1(NC(=O)C1CC2(CN1C(=O)C(NC(=O)C(NC(=O)C1CCCN1CC)C(C)(C)C)C1(C)CCOCC1)C(C)(C)C21CCC1)C(=O)NS(=O)(=O)N1CCCC1
C=CC1CC1(NC(=O)C1CC(n2ccnn2)CN1C(=O)C(NC(=O)OC1CCCC1)C(C)(C)C)C(=O)O,C=CC1CC1(NC(=O)C1CC(n2ccnn2)CN1C(=O)C(NC(=O)OC1CCCC1)C(C)(C)C)C(=O)O
COc1ccc(S(=O)(=O)N(CC(O)C(Cc2ccccc2)NC(=O)C(CC(N)=O)NC(=O)c2ccc3ccccc3n2)OC2CCCC2)cc1,COc1ccc(S(=O)(=O)N(CC(O)C(Cc2ccccc2)NC(=O)C(CC(N)=O)NC(=O)c2ccc3ccccc3n2)OC2CCCC2)cc1
CC(C)C(NC(=O)CCc1nc2ccccc2[nH]1)C(=O)NC(Cc1ccccc1)C(O)C(NCc1ccccc1)C(=O)NC(C(=O)NCc1ccccc1)C(C)C,CC(C)C(NC(=O)CCc1nc2ccccc2[nH]1)C(=O)NC(Cc1ccccc1)C(O)C(NCc1ccccc1)C(=O)NC(C(=O)NCc1ccccc1)C(C)C
CCC1CC1(NC(=O)C1C2C(CN1C(=O)C(NC(=O)NC1(C(C)S(=O)(=O)C(C)(C)C)CCCCC1)C1Cc3ccccc3C1)C2(C)C)C(=O)C(=O)NC1CC1,CCC1CC1(NC(=O)C1C2C(CN1C(=O)C(NC(=O)NC1(C(C)S(=O)(=O)C(C)(C)C)CCCCC1)C1Cc3ccccc3C1)C2(C)C)C(=O)C(=O)NC1CC1
CC(C)c1ccc2c(Nc3cc(C#Cc4ccc(NC(=O)C5CCCN5C(=O)OCc5ccccc5)cc4)ccc3Sc3ccc(N)cc3)ncnc2n1,CC(C)c1ccc2c(Nc3cc(C#Cc4ccc(NC(=O)C5CCCN5C(=O)OCc5ccccc5)cc4)ccc3Sc3ccc(N)cc3)ncnc2n1
CC(C)(C)NC(=O)C(CC1CCCCC1)N1CCC(O)(C(Cc2ccccc2)NC(=O)OC(C)(C)C)CC1,CC(C)(C)NC(=O)C(CC1CCCCC1)N1CCC(O)(C(Cc2ccccc2)NC(=O)OC(C)(C)C)CC1
O=C(NC(Cc1cccc(Br)c1)C(O)CC(CCc1ccc(Cl)cc1Cl)S(=O)(=O)c1ccc(F)cc1)C1CCCO1,O=C(NC(Cc1cccc(Br)c1)C(O)CC(CCc1ccc(Cl)cc1Cl)S(=O)(=O)c1ccc(F)cc1)C1CCCO1
Cn1c(Cc2nc3cc(F)c(F)cc3[nH]2)nc2ccc(C(=O)NC(CP(=O)(O)O)C(=O)O)cc21,Cn1c(Cc2nc3cc(F)c(F)cc3[nH]2)nc2ccc(C(=O)NC(CP(=O)(O)O)C(=O)O)cc21
CC(C)(c1cc2cnccc2o1)N1CCN(CC(O)CC(Cc2ccccc2)C(=O)NC2c3ccccc3OCC2O)C(C(=O)NC2CC2)C1,CC(C)(c1cc2cnccc2o1)N1CCN(CC(O)CC(Cc2ccccc2)C(=O)NC2c3ccccc3OCC2O)C(C(=O)NC2CC2)C1
